province,city,time,cum_confirm,cum_heal,cum_dead,累计重症病例,累计危重病例,confirm,heal,dead,新增重症病例数量,新增危重病例数量,武汉接触史,来源链接,数据来源,公告中是否有病例,其他
福建,福建,2020-02-01,159,,0,7,5,15,NA,,,,,http://wjw.fujian.gov.cn/xxgk/gzdt/wsjsyw/202002/t20200202_5187726.htm,福建省卫生健康委员会,,
福建,福州,2020-02-01,44,,0,,,5,NA,,,,,http://wjw.fujian.gov.cn/xxgk/gzdt/wsjsyw/202002/t20200202_5187726.htm,福建省卫生健康委员会,,
福建,厦门,2020-02-01,18,,0,,,1,NA,,,,,http://wjw.fujian.gov.cn/xxgk/gzdt/wsjsyw/202002/t20200202_5187726.htm,福建省卫生健康委员会,,
福建,漳州,2020-02-01,12,,0,,,1,NA,,,,,http://wjw.fujian.gov.cn/xxgk/gzdt/wsjsyw/202002/t20200202_5187726.htm,福建省卫生健康委员会,,
福建,泉州,2020-02-01,29,,0,,,5,NA,,,,,http://wjw.fujian.gov.cn/xxgk/gzdt/wsjsyw/202002/t20200202_5187726.htm,福建省卫生健康委员会,,
福建,三明,2020-02-01,11,,0,,,1,NA,,,,,http://wjw.fujian.gov.cn/xxgk/gzdt/wsjsyw/202002/t20200202_5187726.htm,福建省卫生健康委员会,,
福建,莆田,2020-02-01,27,,0,,,2,NA,,,,,http://wjw.fujian.gov.cn/xxgk/gzdt/wsjsyw/202002/t20200202_5187726.htm,福建省卫生健康委员会,,
福建,南平,2020-02-01,8,,0,,,0,NA,,,,,http://wjw.fujian.gov.cn/xxgk/gzdt/wsjsyw/202002/t20200202_5187726.htm,福建省卫生健康委员会,,
福建,龙岩,2020-02-01,1,,0,,,0,NA,,,,,http://wjw.fujian.gov.cn/xxgk/gzdt/wsjsyw/202002/t20200202_5187726.htm,福建省卫生健康委员会,,
福建,宁德,2020-02-01,9,,0,,,0,NA,,,,,http://wjw.fujian.gov.cn/xxgk/gzdt/wsjsyw/202002/t20200202_5187726.htm,福建省卫生健康委员会,,
云南,云南,2020-02-01,99,2,0,6,3,8,NA,,1,,,http://ynswsjkw.yn.gov.cn/wjwWebsite/web/doc/UU158056990873682575,云南省卫生健康委员会,1,
云南,昆明,2020-02-01,31,0,,,,1,NA,,,,,http://ynswsjkw.yn.gov.cn/wjwWebsite/web/doc/UU158056990873682575,云南省卫生健康委员会,1,
云南,西双版纳,2020-02-01,12,0,,,,0,NA,,,,,http://ynswsjkw.yn.gov.cn/wjwWebsite/web/doc/UU158056990873682575,云南省卫生健康委员会,1,
云南,保山,2020-02-01,8,0,,,,1,NA,,,,,http://ynswsjkw.yn.gov.cn/wjwWebsite/web/doc/UU158056990873682575,云南省卫生健康委员会,1,
云南,玉溪,2020-02-01,11,0,,,,4,NA,,,,,http://ynswsjkw.yn.gov.cn/wjwWebsite/web/doc/UU158056990873682575,云南省卫生健康委员会,1,
云南,昭通,2020-02-01,6,0,,,,0,NA,,,,,http://ynswsjkw.yn.gov.cn/wjwWebsite/web/doc/UU158056990873682575,云南省卫生健康委员会,1,
云南,大理,2020-02-01,7,1,,,,1,NA,,,,,http://ynswsjkw.yn.gov.cn/wjwWebsite/web/doc/UU158056990873682575,云南省卫生健康委员会,1,
云南,丽江,2020-02-01,6,0,,,,0,NA,,,,,http://ynswsjkw.yn.gov.cn/wjwWebsite/web/doc/UU158056990873682575,云南省卫生健康委员会,1,
云南,曲靖,2020-02-01,5,0,,,,0,NA,,,,,http://ynswsjkw.yn.gov.cn/wjwWebsite/web/doc/UU158056990873682575,云南省卫生健康委员会,1,
云南,红河,2020-02-01,5,1,,,,1,NA,,,,,http://ynswsjkw.yn.gov.cn/wjwWebsite/web/doc/UU158056990873682575,云南省卫生健康委员会,1,
云南,普洱,2020-02-01,4,0,,,,0,NA,,,,,http://ynswsjkw.yn.gov.cn/wjwWebsite/web/doc/UU158056990873682575,云南省卫生健康委员会,1,
云南,德宏,2020-02-01,3,0,,,,0,NA,,,,,http://ynswsjkw.yn.gov.cn/wjwWebsite/web/doc/UU158056990873682575,云南省卫生健康委员会,1,
云南,临沧,2020-02-01,1,0,,,,0,NA,,,,,http://ynswsjkw.yn.gov.cn/wjwWebsite/web/doc/UU158056990873682575,云南省卫生健康委员会,1,
河北,河北,2020-02-01,104,3,1,9,,8,NA,,,,,http://www.hebwst.gov.cn/index.do?id=396273&templet=content&cid=3714,河北省卫生健康委员会,,
河北,沧州,2020-02-01,19,0,1,1,,0,NA,,,,,http://www.hebwst.gov.cn/index.do?id=396273&templet=content&cid=3714,河北省卫生健康委员会,,
河北,石家庄,2020-02-01,13,0,0,2,,1,NA,,,,,http://www.hebwst.gov.cn/index.do?id=396273&templet=content&cid=3714,河北省卫生健康委员会,,
河北,保定,2020-02-01,13,2,0,0,,2,NA,,,,,http://www.hebwst.gov.cn/index.do?id=396273&templet=content&cid=3714,河北省卫生健康委员会,,
河北,唐山,2020-02-01,11,0,0,0,,3,NA,,,,,http://www.hebwst.gov.cn/index.do?id=396273&templet=content&cid=3714,河北省卫生健康委员会,,
河北,廊坊,2020-02-01,11,1,0,1,,0,NA,,,,,http://www.hebwst.gov.cn/index.do?id=396273&templet=content&cid=3714,河北省卫生健康委员会,,
河北,邯郸,2020-02-01,11,0,0,1,,1,NA,,,,,http://www.hebwst.gov.cn/index.do?id=396273&templet=content&cid=3714,河北省卫生健康委员会,,
河北,邢台,2020-02-01,10,0,0,2,,0,NA,,,,,http://www.hebwst.gov.cn/index.do?id=396273&templet=content&cid=3714,河北省卫生健康委员会,,
河北,张家口,2020-02-01,9,0,D,1,,1,NA,,,,,http://www.hebwst.gov.cn/index.do?id=396273&templet=content&cid=3714,河北省卫生健康委员会,,
河北,衡水,2020-02-01,4,0,,0,,0,NA,,,,,http://www.hebwst.gov.cn/index.do?id=396273&templet=content&cid=3714,河北省卫生健康委员会,,
河北,承德,2020-02-01,2,0,,1,,0,NA,,,,,http://www.hebwst.gov.cn/index.do?id=396273&templet=content&cid=3714,河北省卫生健康委员会,,
河北,秦皇岛,2020-02-01,1,0,,0,,0,NA,,,,,http://www.hebwst.gov.cn/index.do?id=396273&templet=content&cid=3714,河北省卫生健康委员会,,
内蒙古,内蒙古,2020-02-01,27,1,,2,2,4,NA,,,,,http://wjw.nmg.gov.cn/doc/2020/02/02/286100.shtml,内蒙古自治区卫生健康委员会,1,
内蒙古,呼和浩特,2020-02-01,2,0,,2,0,0,NA,,,,,http://wjw.nmg.gov.cn/doc/2020/02/02/286100.shtml,内蒙古自治区卫生健康委员会,1,
内蒙古,包头,2020-02-01,5,0,,0,0,2,NA,,,,,http://wjw.nmg.gov.cn/doc/2020/02/02/286100.shtml,内蒙古自治区卫生健康委员会,1,
内蒙古,呼伦贝尔,2020-02-01,2,1,,0,1,0,NA,,,,,http://wjw.nmg.gov.cn/doc/2020/02/02/286100.shtml,内蒙古自治区卫生健康委员会,1,
内蒙古,兴安盟,2020-02-01,1,0,,0,0,0,NA,,,,,http://wjw.nmg.gov.cn/doc/2020/02/02/286100.shtml,内蒙古自治区卫生健康委员会,1,
内蒙古,通辽,2020-02-01,1,0,,0,0,0,NA,,,,,http://wjw.nmg.gov.cn/doc/2020/02/02/286100.shtml,内蒙古自治区卫生健康委员会,1,
内蒙古,赤峰,2020-02-01,2,0,,0,0,0,NA,,,,,http://wjw.nmg.gov.cn/doc/2020/02/02/286100.shtml,内蒙古自治区卫生健康委员会,1,
内蒙古,锡林郭勒,2020-02-01,2,0,,0,1,0,NA,,,,,http://wjw.nmg.gov.cn/doc/2020/02/02/286100.shtml,内蒙古自治区卫生健康委员会,1,
内蒙古,乌兰察布,2020-02-01,2,0,,0,0,0,NA,,,,,http://wjw.nmg.gov.cn/doc/2020/02/02/286100.shtml,内蒙古自治区卫生健康委员会,1,
内蒙古,鄂尔多斯,2020-02-01,6,0,,0,0,1,NA,,,,,http://wjw.nmg.gov.cn/doc/2020/02/02/286100.shtml,内蒙古自治区卫生健康委员会,1,
内蒙古,巴彦淖尔,2020-02-01,3,0,,0,0,0,NA,,,,,http://wjw.nmg.gov.cn/doc/2020/02/02/286100.shtml,内蒙古自治区卫生健康委员会,1,
内蒙古,乌海,2020-02-01,1,0,,0,0,1,NA,,,,,http://wjw.nmg.gov.cn/doc/2020/02/02/286100.shtml,内蒙古自治区卫生健康委员会,1,
山西,山西,2020-02-01,56,1,,3,1,9,NA,,1,,,http://wjw.shanxi.gov.cn/wjywl02/24587.hrh,山西省卫生健康委员会,,
山西,晋中,2020-02-01,13,0,,1,1,2,NA,,0,,,http://wjw.shanxi.gov.cn/wjywl02/24587.hrh,山西省卫生健康委员会,,
山西,运城,2020-02-01,10,0,,0,0,0,NA,,0,,,http://wjw.shanxi.gov.cn/wjywl02/24587.hrh,山西省卫生健康委员会,,
山西,大同,2020-02-01,8,0,,0,0,2,NA,,0,,,http://wjw.shanxi.gov.cn/wjywl02/24587.hrh,山西省卫生健康委员会,,
山西,太原,2020-02-01,6,1,,0,0,2,NA,,0,,,http://wjw.shanxi.gov.cn/wjywl02/24587.hrh,山西省卫生健康委员会,,
山西,吕梁,2020-02-01,5,0,,1,0,0,NA,,0,,,http://wjw.shanxi.gov.cn/wjywl02/24587.hrh,山西省卫生健康委员会,,
山西,朔州,2020-02-01,3,0,,0,0,0,NA,,0,,,http://wjw.shanxi.gov.cn/wjywl02/24587.hrh,山西省卫生健康委员会,,
山西,长治,2020-02-01,3,0,,0,0,0,NA,,0,,,http://wjw.shanxi.gov.cn/wjywl02/24587.hrh,山西省卫生健康委员会,,
山西,晋城,2020-02-01,3,0,,0,0,1,NA,,0,,,http://wjw.shanxi.gov.cn/wjywl02/24587.hrh,山西省卫生健康委员会,,
山西,忻州,2020-02-01,3,0,,1,0,2,NA,,1,,,http://wjw.shanxi.gov.cn/wjywl02/24587.hrh,山西省卫生健康委员会,,
山西,阳泉,2020-02-01,1,0,,0,0,0,NA,,0,,,http://wjw.shanxi.gov.cn/wjywl02/24587.hrh,山西省卫生健康委员会,,
山西,临汾,2020-02-01,1,0,,0,0,0,NA,,0,,,http://wjw.shanxi.gov.cn/wjywl02/24587.hrh,山西省卫生健康委员会,,
辽宁,辽宁,2020-02-01,64,1,,5,,1,NA,,,,,http://wsjk.ln.gov.cn/wst_wsjskx/202002/t20200201_3731979.html,辽宁省卫生健康委员会,,
辽宁,沈阳,2020-02-01,16,0,,,,0,NA,,,,,http://wsjk.ln.gov.cn/wst_wsjskx/202002/t20200201_3731979.html,辽宁省卫生健康委员会,,
辽宁,大连,2020-02-01,10,1,,,,0,NA,,,,,http://wsjk.ln.gov.cn/wst_wsjskx/202002/t20200201_3731979.html,辽宁省卫生健康委员会,,
辽宁,本溪,2020-02-01,3,0,,,,0,NA,,,,,http://wsjk.ln.gov.cn/wst_wsjskx/202002/t20200201_3731979.html,辽宁省卫生健康委员会,,
辽宁,丹东,2020-02-01,6,0,,,,1,NA,,,,,http://wsjk.ln.gov.cn/wst_wsjskx/202002/t20200201_3731979.html,辽宁省卫生健康委员会,,
辽宁,锦州,2020-02-01,7,0,,,,0,NA,,,,,http://wsjk.ln.gov.cn/wst_wsjskx/202002/t20200201_3731979.html,辽宁省卫生健康委员会,,
辽宁,营口,2020-02-01,1,0,,,,0,NA,,,,,http://wsjk.ln.gov.cn/wst_wsjskx/202002/t20200201_3731979.html,辽宁省卫生健康委员会,,
辽宁,阜新,2020-02-01,2,0,,,,0,NA,,,,,http://wsjk.ln.gov.cn/wst_wsjskx/202002/t20200201_3731979.html,辽宁省卫生健康委员会,,
辽宁,辽阳,2020-02-01,1,0,,,,0,NA,,,,,http://wsjk.ln.gov.cn/wst_wsjskx/202002/t20200201_3731979.html,辽宁省卫生健康委员会,,
辽宁,铁岭,2020-02-01,2,0,,,,0,NA,,,,,http://wsjk.ln.gov.cn/wst_wsjskx/202002/t20200201_3731979.html,辽宁省卫生健康委员会,,
辽宁,朝阳,2020-02-01,6,0,,,,0,NA,,,,,http://wsjk.ln.gov.cn/wst_wsjskx/202002/t20200201_3731979.html,辽宁省卫生健康委员会,,
辽宁,盘锦,2020-02-01,5,0,,,,0,NA,,,,,http://wsjk.ln.gov.cn/wst_wsjskx/202002/t20200201_3731979.html,辽宁省卫生健康委员会,,
辽宁,葫芦岛,2020-02-01,5,0,,,,0,NA,,,,,http://wsjk.ln.gov.cn/wst_wsjskx/202002/t20200201_3731979.html,辽宁省卫生健康委员会,,
吉林,吉林,2020-02-01,23,1,,,,6,NA,,,,,http://wsjkw.jl.gov.cn/xwzx/xwfb/202002/t20200202_6672614.html,吉林省卫生健康委员会,,
吉林,长春,2020-02-01,13,1,,,,0,NA,,,,,http://wsjkw.jl.gov.cn/xwzx/xwfb/202002/t20200202_6672614.html,吉林省卫生健康委员会,,长春治愈1例，公报 中不计算，添加回来
吉林,吉林市,2020-02-01,3,0,,,,0,NA,,,,,http://wsjkw.jl.gov.cn/xwzx/xwfb/202002/t20200202_6672614.html,吉林省卫生健康委员会,,
吉林,延边,2020-02-01,2,0,,,,0,NA,,,,,http://wsjkw.jl.gov.cn/xwzx/xwfb/202002/t20200202_6672614.html,吉林省卫生健康委员会,,
吉林,松原,2020-02-01,2,0,,,,0,NA,,,,,http://wsjkw.jl.gov.cn/xwzx/xwfb/202002/t20200202_6672614.html,吉林省卫生健康委员会,,
吉林,通化,2020-02-01,1,0,,,,0,NA,,,,,http://wsjkw.jl.gov.cn/xwzx/xwfb/202002/t20200202_6672614.html,吉林省卫生健康委员会,,
吉林,四平,2020-02-01,1,0,,,,0,NA,,,,,http://wsjkw.jl.gov.cn/xwzx/xwfb/202002/t20200202_6672614.html,吉林省卫生健康委员会,,
吉林,公主岭,2020-02-01,1,0,,,,0,NA,,,,,http://wsjkw.jl.gov.cn/xwzx/xwfb/202002/t20200202_6672614.html,吉林省卫生健康委员会,,
黑龙江,黑龙江,2020-02-01,95,2,2,13,,15,NA,,1,,,http://wsjkw.hlj.gov.cn/index.php/Home/Zwgk/all/typeid/42,黑龙江卫生健康委员会,,
黑龙江,哈尔滨,2020-02-01,34,2,0,,,,NA,,,,,http://wsjkw.hlj.gov.cn/index.php/Home/Zwgk/all/typeid/42,黑龙江卫生健康委员会,,
黑龙江,齐齐哈尔,2020-02-01,3,0,0,,,,NA,,,,,http://wsjkw.hlj.gov.cn/index.php/Home/Zwgk/all/typeid/42,黑龙江卫生健康委员会,,
黑龙江,牡丹江,2020-02-01,7,0,0,,,,NA,,,,,http://wsjkw.hlj.gov.cn/index.php/Home/Zwgk/all/typeid/42,黑龙江卫生健康委员会,,
黑龙江,佳木斯,2020-02-01,11,0,0,,,,NA,,,,,http://wsjkw.hlj.gov.cn/index.php/Home/Zwgk/all/typeid/42,黑龙江卫生健康委员会,,
黑龙江,大庆,2020-02-01,8,0,0,,,,NA,,,,,http://wsjkw.hlj.gov.cn/index.php/Home/Zwgk/all/typeid/42,黑龙江卫生健康委员会,,
黑龙江,鸡西,2020-02-01,4,0,0,,,,NA,,,,,http://wsjkw.hlj.gov.cn/index.php/Home/Zwgk/all/typeid/42,黑龙江卫生健康委员会,,
黑龙江,双鸭山,2020-02-01,4,0,0,,,,NA,,,,,http://wsjkw.hlj.gov.cn/index.php/Home/Zwgk/all/typeid/42,黑龙江卫生健康委员会,,
黑龙江,七台河,2020-02-01,6,0,0,,,,NA,,,,,http://wsjkw.hlj.gov.cn/index.php/Home/Zwgk/all/typeid/42,黑龙江卫生健康委员会,,
黑龙江,鹤岗,2020-02-01,1,0,0,,,,NA,,,,,http://wsjkw.hlj.gov.cn/index.php/Home/Zwgk/all/typeid/42,黑龙江卫生健康委员会,,
黑龙江,绥化,2020-02-01,14,0,2,,,,NA,,,,,http://wsjkw.hlj.gov.cn/index.php/Home/Zwgk/all/typeid/42,黑龙江卫生健康委员会,,
黑龙江,黑河,2020-02-01,1,0,0,,,,NA,,,,,http://wsjkw.hlj.gov.cn/index.php/Home/Zwgk/all/typeid/42,黑龙江卫生健康委员会,,
黑龙江,兴安盟,2020-02-01,2,0,0,,,,NA,,,,,http://wsjkw.hlj.gov.cn/index.php/Home/Zwgk/all/typeid/42,黑龙江卫生健康委员会,,
上海,上海,2020-02-01,177,10,1,4,7,24,NA,1,1,1,,http://wsjkw.sh.gov.cn/xwfb/20200202/f5b6ce31678e43dca76c09d93ec4142b.html,上海市卫生健康委员会,,
江苏,江苏,2020-02-01,236,6,,1,,34,NA,1,,,,http://wjw.jiangsu.gov.cn/art/2020/2/2/art_7290_8959031.html,江苏省卫生健康委员会,,
江苏,南京,2020-02-01,35,2,,0,,7,NA,,,,,http://wjw.jiangsu.gov.cn/art/2020/2/2/art_7290_8959031.html,江苏省卫生健康委员会,,
江苏,无锡,2020-02-01,19,0,,0,,6,NA,,,,,http://wjw.jiangsu.gov.cn/art/2020/2/2/art_7290_8959031.html,江苏省卫生健康委员会,,
江苏,徐州,2020-02-01,30,0,,0,,7,NA,,,,,http://wjw.jiangsu.gov.cn/art/2020/2/2/art_7290_8959031.html,江苏省卫生健康委员会,,
江苏,常州,2020-02-01,15,0,,0,,1,NA,,,,,http://wjw.jiangsu.gov.cn/art/2020/2/2/art_7290_8959031.html,江苏省卫生健康委员会,,
江苏,苏州,2020-02-01,38,2,,1,,4,NA,,,,,http://wjw.jiangsu.gov.cn/art/2020/2/2/art_7290_8959031.html,江苏省卫生健康委员会,,
江苏,南通,2020-02-01,17,0,,0,,5,NA,,,,,http://wjw.jiangsu.gov.cn/art/2020/2/2/art_7290_8959031.html,江苏省卫生健康委员会,,
江苏,连云港,2020-02-01,13,1,,0,,0,NA,,,,,http://wjw.jiangsu.gov.cn/art/2020/2/2/art_7290_8959031.html,江苏省卫生健康委员会,,
江苏,淮安,2020-02-01,13,1,,0,,1,NA,,,,,http://wjw.jiangsu.gov.cn/art/2020/2/2/art_7290_8959031.html,江苏省卫生健康委员会,,
江苏,盐城,2020-02-01,15,0,,0,,2,NA,,,,,http://wjw.jiangsu.gov.cn/art/2020/2/2/art_7290_8959031.html,江苏省卫生健康委员会,,
江苏,扬州,2020-02-01,13,0,,0,,0,NA,,,,,http://wjw.jiangsu.gov.cn/art/2020/2/2/art_7290_8959031.html,江苏省卫生健康委员会,,
江苏,镇江,2020-02-01,3,0,,0,,1,NA,,,,,http://wjw.jiangsu.gov.cn/art/2020/2/2/art_7290_8959031.html,江苏省卫生健康委员会,,
江苏,泰州,2020-02-01,17,0,,0,,0,NA,,,,,http://wjw.jiangsu.gov.cn/art/2020/2/2/art_7290_8959031.html,江苏省卫生健康委员会,,
江苏,宿迁,2020-02-01,8,0,,0,,0,NA,,,,,http://wjw.jiangsu.gov.cn/art/2020/2/2/art_7290_8959031.html,江苏省卫生健康委员会,,
安徽,安徽,2020-02-01,340,5,0,,4,43,NA,2,,1,,http://wjw.ah.gov.cn/news_details_54407.html,安徽省卫生健康委员会,,
安徽,合肥,2020-02-01,59,,0,,,0,NA,1,,,,http://wjw.ah.gov.cn/news_details_54407.html,安徽省卫生健康委员会,,
安徽,淮北,2020-02-01,6,,0,,,0,NA,0,,,,http://wjw.ah.gov.cn/news_details_54407.html,安徽省卫生健康委员会,,
安徽,亳州,2020-02-01,30,,0,,,5,NA,1,,,,http://wjw.ah.gov.cn/news_details_54407.html,安徽省卫生健康委员会,,
安徽,宿州,2020-02-01,14,,0,,,2,NA,0,,,,http://wjw.ah.gov.cn/news_details_54407.html,安徽省卫生健康委员会,,
安徽,蚌埠,2020-02-01,26,,0,,,10,NA,0,,,,http://wjw.ah.gov.cn/news_details_54407.html,安徽省卫生健康委员会,,
安徽,阜阳,2020-02-01,59,,0,,,12,NA,0,,,,http://wjw.ah.gov.cn/news_details_54407.html,安徽省卫生健康委员会,,
安徽,淮南,2020-02-01,6,,0,,,0,NA,0,,,,http://wjw.ah.gov.cn/news_details_54407.html,安徽省卫生健康委员会,,
安徽,滁州,2020-02-01,6,,0,,,0,NA,0,,,,http://wjw.ah.gov.cn/news_details_54407.html,安徽省卫生健康委员会,,
安徽,六安,2020-02-01,13,,0,,,0,NA,0,,,,http://wjw.ah.gov.cn/news_details_54407.html,安徽省卫生健康委员会,,
安徽,马鞍山,2020-02-01,27,,0,,,5,NA,0,,,,http://wjw.ah.gov.cn/news_details_54407.html,安徽省卫生健康委员会,,
安徽,芜湖,2020-02-01,16,,0,,,1,NA,0,,,,http://wjw.ah.gov.cn/news_details_54407.html,安徽省卫生健康委员会,,
安徽,宣城,2020-02-01,4,,0,,,0,NA,0,,,,http://wjw.ah.gov.cn/news_details_54407.html,安徽省卫生健康委员会,,
安徽,铜陵,2020-02-01,16,,0,,,0,NA,0,,,,http://wjw.ah.gov.cn/news_details_54407.html,安徽省卫生健康委员会,,
安徽,池州,2020-02-01,6,,0,,,2,NA,0,,,,http://wjw.ah.gov.cn/news_details_54407.html,安徽省卫生健康委员会,,
安徽,安庆,2020-02-01,43,,0,,,6,NA,0,,,,http://wjw.ah.gov.cn/news_details_54407.html,安徽省卫生健康委员会,,
安徽,黄山,2020-02-01,9,,0,,,0,NA,0,,,,http://wjw.ah.gov.cn/news_details_54407.html,安徽省卫生健康委员会,,
江西,江西,2020-02-01,333,10,,32,,47,NA,1,,,,http://hc.jiangxi.gov.cn/doc/2020/02/02/137963.shtml,江西省卫生健康委员会,,
江西,南昌,2020-02-01,89,1,,,,6,NA,0,,,,http://hc.jiangxi.gov.cn/doc/2020/02/02/137963.shtml,江西省卫生健康委员会,,
江西,九江,2020-02-01,55,0,,,,12,NA,0,,,,http://hc.jiangxi.gov.cn/doc/2020/02/02/137963.shtml,江西省卫生健康委员会,,
江西,新余,2020-02-01,43,3,,,,3,NA,0,,,,http://hc.jiangxi.gov.cn/doc/2020/02/02/137963.shtml,江西省卫生健康委员会,,
江西,赣州,2020-02-01,34,1,,,,4,NA,0,,,,http://hc.jiangxi.gov.cn/doc/2020/02/02/137963.shtml,江西省卫生健康委员会,,
江西,宜春,2020-02-01,31,1,,,,2,NA,0,,,,http://hc.jiangxi.gov.cn/doc/2020/02/02/137963.shtml,江西省卫生健康委员会,,
江西,抚州,2020-02-01,24,0,,,,6,NA,0,,,,http://hc.jiangxi.gov.cn/doc/2020/02/02/137963.shtml,江西省卫生健康委员会,,
江西,上饶,2020-02-01,19,1,,,,3,NA,0,,,,http://hc.jiangxi.gov.cn/doc/2020/02/02/137963.shtml,江西省卫生健康委员会,,
江西,萍乡,2020-02-01,15,1,,,,6,NA,0,,,,http://hc.jiangxi.gov.cn/doc/2020/02/02/137963.shtml,江西省卫生健康委员会,,
江西,吉安,2020-02-01,12,1,,,,1,NA,0,,,,http://hc.jiangxi.gov.cn/doc/2020/02/02/137963.shtml,江西省卫生健康委员会,,
江西,鹰潭,2020-02-01,8,0,,,,4,NA,0,,,,http://hc.jiangxi.gov.cn/doc/2020/02/02/137963.shtml,江西省卫生健康委员会,,
江西,景德镇,2020-02-01,3,1,,,,0,NA,0,,,,http://hc.jiangxi.gov.cn/doc/2020/02/02/137963.shtml,江西省卫生健康委员会,,
浙江,浙江,2020-02-01,661,23,,52,,62,NA,8,,,,http://www.zjwjw.gov.cn/art/2020/2/2/art_1202101_41867030.html,浙江省卫生健康委员会,,
浙江,杭州,2020-02-01,110,2,,10,,12,NA,2,,,,http://www.zjwjw.gov.cn/art/2020/2/2/art_1202101_41867030.html,浙江省卫生健康委员会,,
浙江,宁波,2020-02-01,66,1,,3,,11,NA,0,,,,http://www.zjwjw.gov.cn/art/2020/2/2/art_1202101_41867030.html,浙江省卫生健康委员会,,
浙江,温州,2020-02-01,265,10,,16,,24,NA,2,,,,http://www.zjwjw.gov.cn/art/2020/2/2/art_1202101_41867030.html,浙江省卫生健康委员会,,
浙江,湖州,2020-02-01,6,0,,0,,0,NA,0,,,,http://www.zjwjw.gov.cn/art/2020/2/2/art_1202101_41867030.html,浙江省卫生健康委员会,,
浙江,嘉兴,2020-02-01,19,0,,2,,1,NA,0,,,,http://www.zjwjw.gov.cn/art/2020/2/2/art_1202101_41867030.html,浙江省卫生健康委员会,,
浙江,绍兴,2020-02-01,27,1,,5,,3,NA,1,,,,http://www.zjwjw.gov.cn/art/2020/2/2/art_1202101_41867030.html,浙江省卫生健康委员会,,
浙江,金华,2020-02-01,34,3,,5,,0,NA,0,,,,http://www.zjwjw.gov.cn/art/2020/2/2/art_1202101_41867030.html,浙江省卫生健康委员会,,
浙江,衢州,2020-02-01,13,0,,3,,0,NA,0,,,,http://www.zjwjw.gov.cn/art/2020/2/2/art_1202101_41867030.html,浙江省卫生健康委员会,,
浙江,舟山,2020-02-01,7,1,,0,,0,NA,0,,,,http://www.zjwjw.gov.cn/art/2020/2/2/art_1202101_41867030.html,浙江省卫生健康委员会,,
浙江,台州,2020-02-01,100,4,,6,,5,NA,3,,,,http://www.zjwjw.gov.cn/art/2020/2/2/art_1202101_41867030.html,浙江省卫生健康委员会,,
浙江,丽水,2020-02-01,14,1,,2,,6,NA,0,,,,http://www.zjwjw.gov.cn/art/2020/2/2/art_1202101_41867030.html,浙江省卫生健康委员会,,
山东,山东,2020-02-01,225,5,,15,1,23,NA,3,3,,,http://wsjkw.shandong.gov.cn/ztzl/rdzt/qlzhfkgz/tzgg/202002/t20200202_2513522.html,山东省卫生健康委员会,,
山东,济南,2020-02-01,19,,,,,1,NA,,,,,http://wsjkw.shandong.gov.cn/ztzl/rdzt/qlzhfkgz/tzgg/202002/t20200202_2513522.html,山东省卫生健康委员会,,
山东,青岛,2020-02-01,22,,,,,1,NA,,,,,http://wsjkw.shandong.gov.cn/ztzl/rdzt/qlzhfkgz/tzgg/202002/t20200202_2513522.html,山东省卫生健康委员会,,
山东,淄博,2020-02-01,12,,,,,2,NA,,,,,http://wsjkw.shandong.gov.cn/ztzl/rdzt/qlzhfkgz/tzgg/202002/t20200202_2513522.html,山东省卫生健康委员会,,
山东,枣庄,2020-02-01,14,,,,,3,NA,,,,,http://wsjkw.shandong.gov.cn/ztzl/rdzt/qlzhfkgz/tzgg/202002/t20200202_2513522.html,山东省卫生健康委员会,,
山东,烟台,2020-02-01,20,,,,,0,NA,,,,,http://wsjkw.shandong.gov.cn/ztzl/rdzt/qlzhfkgz/tzgg/202002/t20200202_2513522.html,山东省卫生健康委员会,,
山东,潍坊,2020-02-01,10,,,,,1,NA,,,,,http://wsjkw.shandong.gov.cn/ztzl/rdzt/qlzhfkgz/tzgg/202002/t20200202_2513522.html,山东省卫生健康委员会,,
山东,济宁,2020-02-01,14,,,,,4,NA,,,,,http://wsjkw.shandong.gov.cn/ztzl/rdzt/qlzhfkgz/tzgg/202002/t20200202_2513522.html,山东省卫生健康委员会,,
山东,泰安,2020-02-01,9,,,,,4,NA,,,,,http://wsjkw.shandong.gov.cn/ztzl/rdzt/qlzhfkgz/tzgg/202002/t20200202_2513522.html,山东省卫生健康委员会,,
山东,威海,2020-02-01,24,,,,,0,NA,,,,,http://wsjkw.shandong.gov.cn/ztzl/rdzt/qlzhfkgz/tzgg/202002/t20200202_2513522.html,山东省卫生健康委员会,,
山东,日照,2020-02-01,11,,,,,1,NA,,,,,http://wsjkw.shandong.gov.cn/ztzl/rdzt/qlzhfkgz/tzgg/202002/t20200202_2513522.html,山东省卫生健康委员会,,
山东,临沂,2020-02-01,24,,,,,1,NA,,,,,http://wsjkw.shandong.gov.cn/ztzl/rdzt/qlzhfkgz/tzgg/202002/t20200202_2513522.html,山东省卫生健康委员会,,
山东,德州,2020-02-01,19,,,,,2,NA,,,,,http://wsjkw.shandong.gov.cn/ztzl/rdzt/qlzhfkgz/tzgg/202002/t20200202_2513522.html,山东省卫生健康委员会,,
山东,聊城,2020-02-01,9,,,,,2,NA,,,,,http://wsjkw.shandong.gov.cn/ztzl/rdzt/qlzhfkgz/tzgg/202002/t20200202_2513522.html,山东省卫生健康委员会,,
